Table: Year 1
+--------+------------+-----------------+-----------------+
| S. No. | Department | Register Number | Department code |
| 17898  |    BCA     |    22BCA0047    |       BCA       |
| 17899  |    BCA     |    22BCA0048    |       BCA       |
| 17900  |    BCA     |    22BCA0048    |       BCA       |
| 17901  |    BCA     |    22BCA0048    |       BCA       |
| 17902  |    BCA     |    22BCA0049    |       BCA       |
| 17903  |    BCA     |    22BCA0049    |       BCA       |
| 17904  |    BCA     |    22BCA0049    |       BCA       |
| 17905  |    BCA     |    22BCA0050    |       BCA       |
| 17906  |    BCA     |    22BCA0050    |       BCA       |
| 17907  |    BCA     |    22BCA0050    |       BCA       |
| 17908  |    BCA     |    22BCA0051    |       BCA       |
| 17909  |    BCA     |    22BCA0051    |       BCA       |
| 17910  |    BCA     |    22BCA0051    |       BCA       |
| 17911  |    BCA     |    22BCA0052    |       BCA       |
| 17912  |    BCA     |    22BCA0052    |       BCA       |
| 17913  |    BCA     |    22BCA0052    |       BCA       |
| 17914  |    BCA     |    22BCA0053    |       BCA       |
| 17915  |    BCA     |    22BCA0053    |       BCA       |
| 17916  |    BCA     |    22BCA0053    |       BCA       |
| 17917  |    BCA     |    22BCA0054    |       BCA       |
| 17918  |    BCA     |    22BCA0054    |       BCA       |
| 17919  |    BCA     |    22BCA0054    |       BCA       |
| 17920  |    BCA     |    22BCA0055    |       BCA       |
| 17921  |    BCA     |    22BCA0055    |       BCA       |
| 17922  |    BCA     |    22BCA0055    |       BCA       |
| 17923  |    BCA     |    22BCA0056    |       BCA       |
| 17924  |    BCA     |    22BCA0056    |       BCA       |
| 17925  |    BCA     |    22BCA0056    |       BCA       |
| 17926  |    BCA     |    22BCA0057    |       BCA       |
| 17927  |    BCA     |    22BCA0057    |       BCA       |
| 17928  |    BCA     |    22BCA0057    |       BCA       |
| 17929  |    BCA     |    22BCA0058    |       BCA       |
| 17930  |    BCA     |    22BCA0058    |       BCA       |
| 17931  |    BCA     |    22BCA0058    |       BCA       |
| 17932  |    BCA     |    22BCA0059    |       BCA       |
| 17933  |    BCA     |    22BCA0059    |       BCA       |
| 17934  |    BCA     |    22BCA0059    |       BCA       |
| 17935  |    BCA     |    22BCA0060    |       BCA       |
| 17936  |    BCA     |    22BCA0060    |       BCA       |
| 17937  |    BCA     |    22BCA0060    |       BCA       |
| 17938  |    BCA     |    22BCA0061    |       BCA       |
| 17939  |    BCA     |    22BCA0061    |       BCA       |
| 17940  |    BCA     |    22BCA0061    |       BCA       |
| 17941  |    BCA     |    22BCA0062    |       BCA       |
| 17942  |    BCA     |    22BCA0062    |       BCA       |
| 17943  |    BCA     |    22BCA0062    |       BCA       |
| 17944  |    BCA     |    22BCA0063    |       BCA       |
| 17945  |    BCA     |    22BCA0063    |       BCA       |
| 17946  |    BCA     |    22BCA0063    |       BCA       |
| 17947  |    BCA     |    22BCA0064    |       BCA       |
| 17948  |    BCA     |    22BCA0064    |       BCA       |
| 17949  |    BCA     |    22BCA0064    |       BCA       |
| 17950  |    BCA     |    22BCA0065    |       BCA       |
| 17951  |    BCA     |    22BCA0065    |       BCA       |
| 17952  |    BCA     |    22BCA0065    |       BCA       |
| 17953  |    BCA     |    22BCA0066    |       BCA       |
| 17954  |    BCA     |    22BCA0066    |       BCA       |
| 17955  |    BCA     |    22BCA0066    |       BCA       |
| 17956  |    BCA     |    22BCA0101    |       BCA       |
| 17957  |    BCA     |    22BCA0101    |       BCA       |
| 17958  |    BCA     |    22BCA0101    |       BCA       |
| 17959  |    BCA     |    22BCA0102    |       BCA       |
| 17960  |    BCA     |    22BCA0102    |       BCA       |
| 17961  |    BCA     |    22BCA0102    |       BCA       |
| 17962  |    BCA     |    22BCA0103    |       BCA       |
| 17963  |    BCA     |    22BCA0103    |       BCA       |
| 17964  |    BCA     |    22BCA0103    |       BCA       |
| 17965  |    BCA     |    22BCA0104    |       BCA       |
| 17966  |    BCA     |    22BCA0104    |       BCA       |
| 17967  |    BCA     |    22BCA0104    |       BCA       |
| 17968  |    BCA     |    22BCA0105    |       BCA       |
| 17969  |    BCA     |    22BCA0105    |       BCA       |
| 17970  |    BCA     |    22BCA0105    |       BCA       |
| 17971  |    BCA     |    22BCA0106    |       BCA       |
| 17972  |    BCA     |    22BCA0106    |       BCA       |
| 17973  |    BCA     |    22BCA0106    |       BCA       |
| 17974  |    BCA     |    22BCA0107    |       BCA       |
| 17975  |    BCA     |    22BCA0107    |       BCA       |
| 17976  |    BCA     |    22BCA0107    |       BCA       |
| 17977  |    BCA     |    22BCA0108    |       BCA       |
| 17978  |    BCA     |    22BCA0108    |       BCA       |
| 17979  |    BCA     |    22BCA0108    |       BCA       |
| 17980  |    BCA     |    22BCA0109    |       BCA       |
| 17981  |    BCA     |    22BCA0109    |       BCA       |
| 17982  |    BCA     |    22BCA0109    |       BCA       |
| 17983  |    BCA     |    22BCA0110    |       BCA       |
| 17984  |    BCA     |    22BCA0110    |       BCA       |
| 17985  |    BCA     |    22BCA0110    |       BCA       |
| 17986  |    BCA     |    22BCA0111    |       BCA       |
| 17987  |    BCA     |    22BCA0111    |       BCA       |
| 17988  |    BCA     |    22BCA0111    |       BCA       |
| 17989  |    BCA     |    22BCA0112    |       BCA       |
| 17990  |    BCA     |    22BCA0112    |       BCA       |
| 17991  |    BCA     |    22BCA0112    |       BCA       |
| 17992  |    BCA     |    22BCA0113    |       BCA       |
| 17993  |    BCA     |    22BCA0113    |       BCA       |
| 17994  |    BCA     |    22BCA0113    |       BCA       |
| 17995  |    BCA     |    22BCA0114    |       BCA       |
| 17996  |    BCA     |    22BCA0114    |       BCA       |
| 17997  |    BCA     |    22BCA0114    |       BCA       |
| 17998  |    BCA     |    22BCA0115    |       BCA       |
| 17999  |    BCA     |    22BCA0115    |       BCA       |
| 18000  |    BCA     |    22BCA0115    |       BCA       |
| 18001  |    BCA     |    22BCA0116    |       BCA       |
| 18002  |    BCA     |    22BCA0116    |       BCA       |
| 18003  |    BCA     |    22BCA0116    |       BCA       |
| 18004  |    BCA     |    22BCA0117    |       BCA       |
| 18005  |    BCA     |    22BCA0117    |       BCA       |
| 18006  |    BCA     |    22BCA0117    |       BCA       |
| 18007  |    BCA     |    22BCA0118    |       BCA       |
| 18008  |    BCA     |    22BCA0118    |       BCA       |
| 18009  |    BCA     |    22BCA0118    |       BCA       |
| 18010  |    BCA     |    22BCA0119    |       BCA       |
| 18011  |    BCA     |    22BCA0119    |       BCA       |
| 18012  |    BCA     |    22BCA0119    |       BCA       |
| 18013  |    BCA     |    22BCA0120    |       BCA       |
| 18014  |    BCA     |    22BCA0120    |       BCA       |
| 18015  |    BCA     |    22BCA0120    |       BCA       |
| 18016  |    BCA     |    22BCA0121    |       BCA       |
| 18017  |    BCA     |    22BCA0121    |       BCA       |
| 18018  |    BCA     |    22BCA0121    |       BCA       |
| 18019  |    BCA     |    22BCA0122    |       BCA       |
| 18020  |    BCA     |    22BCA0122    |       BCA       |
| 18021  |    BCA     |    22BCA0122    |       BCA       |
| 18022  |    BCA     |    22BCA0123    |       BCA       |
| 18023  |    BCA     |    22BCA0123    |       BCA       |
| 18024  |    BCA     |    22BCA0123    |       BCA       |
| 18025  |    BCA     |    22BCA0124    |       BCA       |
| 18026  |    BCA     |    22BCA0124    |       BCA       |
| 18027  |    BCA     |    22BCA0124    |       BCA       |
| 18028  |    BCA     |    22BCA0125    |       BCA       |
| 18029  |    BCA     |    22BCA0125    |       BCA       |
| 18030  |    BCA     |    22BCA0125    |       BCA       |
| 18031  |    BCA     |    22BCA0126    |       BCA       |
| 18032  |    BCA     |    22BCA0126    |       BCA       |
| 18033  |    BCA     |    22BCA0126    |       BCA       |
| 18034  |    BCA     |    22BCA0127    |       BCA       |
| 18035  |    BCA     |    22BCA0127    |       BCA       |
| 18036  |    BCA     |    22BCA0127    |       BCA       |
| 18037  |    BCA     |    22BCA0128    |       BCA       |
| 18038  |    BCA     |    22BCA0128    |       BCA       |
| 18039  |    BCA     |    22BCA0128    |       BCA       |
| 18040  |    BCA     |    22BCA0129    |       BCA       |
| 18041  |    BCA     |    22BCA0129    |       BCA       |
| 18042  |    BCA     |    22BCA0129    |       BCA       |
| 18043  |    BCA     |    22BCA0130    |       BCA       |
| 18044  |    BCA     |    22BCA0130    |       BCA       |
| 18045  |    BCA     |    22BCA0130    |       BCA       |
| 18046  |    BCA     |    22BCA0132    |       BCA       |
| 18047  |    BCA     |    22BCA0132    |       BCA       |
| 18048  |    BCA     |    22BCA0132    |       BCA       |
| 18049  |    BCA     |    22BCA0133    |       BCA       |
| 18050  |    BCA     |    22BCA0133    |       BCA       |
| 18051  |    BCA     |    22BCA0133    |       BCA       |
| 18052  |    BCA     |    22BCA0134    |       BCA       |
| 18053  |    BCA     |    22BCA0134    |       BCA       |
| 18054  |    BCA     |    22BCA0134    |       BCA       |
| 18055  |    BCA     |    22BCA0135    |       BCA       |
| 18056  |    BCA     |    22BCA0135    |       BCA       |
| 18057  |    BCA     |    22BCA0135    |       BCA       |
| 18058  |    BCA     |    22BCA0136    |       BCA       |
| 18059  |    BCA     |    22BCA0136    |       BCA       |
| 18060  |    BCA     |    22BCA0136    |       BCA       |
| 18061  |    BCA     |    22BCA0137    |       BCA       |
| 18062  |    BCA     |    22BCA0137    |       BCA       |
| 18063  |    BCA     |    22BCA0137    |       BCA       |
| 18064  |    BCA     |    22BCA0138    |       BCA       |
| 18065  |    BCA     |    22BCA0138    |       BCA       |
| 18066  |    BCA     |    22BCA0138    |       BCA       |
| 18067  |    BCA     |    22BCA0139    |       BCA       |
| 18068  |    BCA     |    22BCA0139    |       BCA       |
| 18069  |    BCA     |    22BCA0139    |       BCA       |
| 18070  |    BCA     |    22BCA0140    |       BCA       |
| 18071  |    BCA     |    22BCA0140    |       BCA       |
| 18072  |    BCA     |    22BCA0140    |       BCA       |
| 18073  |    BCA     |    22BCA0141    |       BCA       |
| 18074  |    BCA     |    22BCA0141    |       BCA       |
| 18075  |    BCA     |    22BCA0141    |       BCA       |
| 18076  |    BCA     |    22BCA0142    |       BCA       |
| 18077  |    BCA     |    22BCA0142    |       BCA       |
| 18078  |    BCA     |    22BCA0142    |       BCA       |
| 18079  |    BCA     |    22BCA0143    |       BCA       |
| 18080  |    BCA     |    22BCA0143    |       BCA       |
| 18081  |    BCA     |    22BCA0143    |       BCA       |
| 18082  |    BCA     |    22BCA0144    |       BCA       |
| 18083  |    BCA     |    22BCA0144    |       BCA       |
| 18084  |    BCA     |    22BCA0144    |       BCA       |
| 18085  |    BCA     |    22BCA0145    |       BCA       |
| 18086  |    BCA     |    22BCA0145    |       BCA       |
| 18087  |    BCA     |    22BCA0145    |       BCA       |
| 18088  |    BCA     |    22BCA0146    |       BCA       |
| 18089  |    BCA     |    22BCA0146    |       BCA       |
| 18090  |    BCA     |    22BCA0146    |       BCA       |
| 18091  |    BCA     |    22BCA0147    |       BCA       |
| 18092  |    BCA     |    22BCA0147    |       BCA       |
| 18093  |    BCA     |    22BCA0147    |       BCA       |
| 18094  |    BCA     |    22BCA0148    |       BCA       |
| 18095  |    BCA     |    22BCA0148    |       BCA       |
| 18096  |    BCA     |    22BCA0148    |       BCA       |
| 18097  |    BCA     |    22BCA0149    |       BCA       |
| 18098  |    BCA     |    22BCA0149    |       BCA       |
| 18099  |    BCA     |    22BCA0149    |       BCA       |
| 18100  |    BCA     |    22BCA0150    |       BCA       |
| 18101  |    BCA     |    22BCA0150    |       BCA       |
| 18102  |    BCA     |    22BCA0150    |       BCA       |
| 18103  |    BCA     |    22BCA0151    |       BCA       |
| 18104  |    BCA     |    22BCA0151    |       BCA       |
| 18105  |    BCA     |    22BCA0151    |       BCA       |
| 18106  |    BCA     |    22BCA0152    |       BCA       |
| 18107  |    BCA     |    22BCA0152    |       BCA       |
| 18108  |    BCA     |    22BCA0152    |       BCA       |
| 18109  |    BCA     |    22BCA0153    |       BCA       |
| 18110  |    BCA     |    22BCA0153    |       BCA       |
| 18111  |    BCA     |    22BCA0153    |       BCA       |
| 18112  |    BCA     |    22BCA0154    |       BCA       |
| 18113  |    BCA     |    22BCA0154    |       BCA       |
| 18114  |    BCA     |    22BCA0154    |       BCA       |
| 18115  |    BCA     |    22BCA0155    |       BCA       |
| 18116  |    BCA     |    22BCA0155    |       BCA       |
| 18117  |    BCA     |    22BCA0155    |       BCA       |
| 18118  |    BCA     |    22BCA0156    |       BCA       |
| 18119  |    BCA     |    22BCA0156    |       BCA       |
| 18120  |    BCA     |    22BCA0156    |       BCA       |
| 18121  |    BCA     |    22BCA0157    |       BCA       |
| 18122  |    BCA     |    22BCA0157    |       BCA       |
| 18123  |    BCA     |    22BCA0157    |       BCA       |
| 18124  |    BCA     |    22BCA0158    |       BCA       |
| 18125  |    BCA     |    22BCA0158    |       BCA       |
| 18126  |    BCA     |    22BCA0158    |       BCA       |
| 18127  |    BCA     |    22BCA0159    |       BCA       |
| 18128  |    BCA     |    22BCA0159    |       BCA       |
| 18129  |    BCA     |    22BCA0159    |       BCA       |
| 18130  |    BCA     |    22BCA0160    |       BCA       |
| 18131  |    BCA     |    22BCA0160    |       BCA       |
| 18132  |    BCA     |    22BCA0160    |       BCA       |
| 18133  |    BCA     |    22BCA0161    |       BCA       |
| 18134  |    BCA     |    22BCA0161    |       BCA       |
| 18135  |    BCA     |    22BCA0161    |       BCA       |
| 18136  |    BCA     |    22BCA0162    |       BCA       |
| 18137  |    BCA     |    22BCA0162    |       BCA       |
| 18138  |    BCA     |    22BCA0162    |       BCA       |
| 18139  |    BCA     |    22BCA0163    |       BCA       |
| 18140  |    BCA     |    22BCA0163    |       BCA       |
| 18141  |    BCA     |    22BCA0163    |       BCA       |
| 18142  |    BCA     |    22BCA0164    |       BCA       |
| 18143  |    BCA     |    22BCA0164    |       BCA       |
| 18144  |    BCA     |    22BCA0164    |       BCA       |
| 18145  |    BCA     |    22BCA0165    |       BCA       |
| 18146  |    BCA     |    22BCA0165    |       BCA       |
| 18147  |    BCA     |    22BCA0165    |       BCA       |
| 18148  |    BCA     |    22BCA0166    |       BCA       |
| 18149  |    BCA     |    22BCA0166    |       BCA       |
| 18150  |    BCA     |    22BCA0166    |       BCA       |
| 18151  |    BCA     |    22BCA0401    |       BCA       |
| 18152  |    BCA     |    22BCA0401    |       BCA       |
| 18153  |    BCA     |    22BCA0401    |       BCA       |
| 18154  |    BPY     |    22BPY0001    |       BPY       |
| 18155  |    BPY     |    22BPY0001    |       BPY       |
| 18156  |    BPY     |    22BPY0001    |       BPY       |
| 18157  |    BPY     |    22BPY0002    |       BPY       |
| 18158  |    BPY     |    22BPY0002    |       BPY       |
| 18159  |    BPY     |    22BPY0002    |       BPY       |
| 18160  |    BPY     |    22BPY0003    |       BPY       |
| 18161  |    BPY     |    22BPY0003    |       BPY       |
| 18162  |    BPY     |    22BPY0003    |       BPY       |
| 18163  |    BPY     |    22BPY0004    |       BPY       |
| 18164  |    BPY     |    22BPY0004    |       BPY       |
| 18165  |    BPY     |    22BPY0004    |       BPY       |
| 18166  |    BPY     |    22BPY0005    |       BPY       |
| 18167  |    BPY     |    22BPY0005    |       BPY       |
| 18168  |    BPY     |    22BPY0005    |       BPY       |
| 18169  |    BPY     |    22BPY0006    |       BPY       |
| 18170  |    BPY     |    22BPY0006    |       BPY       |
| 18171  |    BPY     |    22BPY0006    |       BPY       |
| 18172  |    BPY     |    22BPY0007    |       BPY       |
| 18173  |    BPY     |    22BPY0007    |       BPY       |
| 18174  |    BPY     |    22BPY0007    |       BPY       |
| 18175  |    BPY     |    22BPY0008    |       BPY       |
| 18176  |    BPY     |    22BPY0008    |       BPY       |
| 18177  |    BPY     |    22BPY0008    |       BPY       |
| 18178  |    BPY     |    22BPY0009    |       BPY       |
| 18179  |    BPY     |    22BPY0009    |       BPY       |
| 18180  |    BPY     |    22BPY0009    |       BPY       |
| 18181  |    BPY     |    22BPY0010    |       BPY       |
| 18182  |    BPY     |    22BPY0010    |       BPY       |
| 18183  |    BPY     |    22BPY0010    |       BPY       |
| 18184  |    BPY     |    22BPY0011    |       BPY       |
| 18185  |    BPY     |    22BPY0011    |       BPY       |
| 18186  |    BPY     |    22BPY0011    |       BPY       |
| 18187  |    BPY     |    22BPY0012    |       BPY       |
| 18188  |    BPY     |    22BPY0012    |       BPY       |
| 18189  |    BPY     |    22BPY0012    |       BPY       |
| 18190  |    BPY     |    22BPY0013    |       BPY       |
| 18191  |    BPY     |    22BPY0013    |       BPY       |
| 18192  |    BPY     |    22BPY0013    |       BPY       |
| 18193  |    BPY     |    22BPY0014    |       BPY       |
| 18194  |    BPY     |    22BPY0014    |       BPY       |
| 18195  |    BPY     |    22BPY0014    |       BPY       |
| 18196  |    BPY     |    22BPY0015    |       BPY       |
| 18197  |    BPY     |    22BPY0015    |       BPY       |
| 18198  |    BPY     |    22BPY0015    |       BPY       |
| 18199  |    BPY     |    22BPY0016    |       BPY       |
| 18200  |    BPY     |    22BPY0016    |       BPY       |
| 18201  |    BPY     |    22BPY0016    |       BPY       |
| 18202  |    BPY     |    22BPY0017    |       BPY       |
| 18203  |    BPY     |    22BPY0017    |       BPY       |
| 18204  |    BPY     |    22BPY0017    |       BPY       |
| 18205  |    BPY     |    22BPY0018    |       BPY       |
| 18206  |    BPY     |    22BPY0018    |       BPY       |
| 18207  |    BPY     |    22BPY0018    |       BPY       |
| 18208  |    BPY     |    22BPY0019    |       BPY       |
| 18209  |    BPY     |    22BPY0019    |       BPY       |
| 18210  |    BPY     |    22BPY0019    |       BPY       |
| 18211  |    BPY     |    22BPY0020    |       BPY       |
| 18212  |    BPY     |    22BPY0020    |       BPY       |
| 18213  |    BPY     |    22BPY0020    |       BPY       |
| 18214  |    BPY     |    22BPY0021    |       BPY       |
| 18215  |    BPY     |    22BPY0021    |       BPY       |
| 18216  |    BPY     |    22BPY0021    |       BPY       |
| 18217  |    BPY     |    22BPY0023    |       BPY       |
| 18218  |    BPY     |    22BPY0023    |       BPY       |
| 18219  |    BPY     |    22BPY0023    |       BPY       |
| 18220  |    BPY     |    22BPY0024    |       BPY       |
| 18221  |    BPY     |    22BPY0024    |       BPY       |
| 18222  |    BPY     |    22BPY0024    |       BPY       |
| 18223  |    MBA     |    22MBA0001    |       MBA       |
| 18224  |    MBA     |    22MBA0001    |       MBA       |
| 18225  |    MBA     |    22MBA0001    |       MBA       |
| 18226  |    MBA     |    22MBA0002    |       MBA       |
| 18227  |    MBA     |    22MBA0002    |       MBA       |
| 18228  |    MBA     |    22MBA0002    |       MBA       |
| 18229  |    MBA     |    22MBA0003    |       MBA       |
| 18230  |    MBA     |    22MBA0003    |       MBA       |
| 18231  |    MBA     |    22MBA0003    |       MBA       |
| 18232  |    MBA     |    22MBA0004    |       MBA       |
| 18233  |    MBA     |    22MBA0004    |       MBA       |
| 18234  |    MBA     |    22MBA0004    |       MBA       |
| 18235  |    MBA     |    22MBA0005    |       MBA       |
| 18236  |    MBA     |    22MBA0005    |       MBA       |
| 18237  |    MBA     |    22MBA0005    |       MBA       |
| 18238  |    MBA     |    22MBA0006    |       MBA       |
| 18239  |    MBA     |    22MBA0006    |       MBA       |
| 18240  |    MBA     |    22MBA0006    |       MBA       |
| 18241  |    MBA     |    22MBA0007    |       MBA       |
| 18242  |    MBA     |    22MBA0007    |       MBA       |
| 18243  |    MBA     |    22MBA0007    |       MBA       |
| 18244  |    MBA     |    22MBA0008    |       MBA       |
| 18245  |    MBA     |    22MBA0008    |       MBA       |
| 18246  |    MBA     |    22MBA0008    |       MBA       |
| 18247  |    MBA     |    22MBA0009    |       MBA       |
| 18248  |    MBA     |    22MBA0009    |       MBA       |
| 18249  |    MBA     |    22MBA0009    |       MBA       |
| 18250  |    MBA     |    22MBA0010    |       MBA       |
| 18251  |    MBA     |    22MBA0010    |       MBA       |
| 18252  |    MBA     |    22MBA0010    |       MBA       |
| 18253  |    MBA     |    22MBA0011    |       MBA       |
| 18254  |    MBA     |    22MBA0011    |       MBA       |
| 18255  |    MBA     |    22MBA0011    |       MBA       |
| 18256  |    MBA     |    22MBA0012    |       MBA       |
| 18257  |    MBA     |    22MBA0012    |       MBA       |
| 18258  |    MBA     |    22MBA0012    |       MBA       |
| 18259  |    MBA     |    22MBA0013    |       MBA       |
| 18260  |    MBA     |    22MBA0013    |       MBA       |
| 18261  |    MBA     |    22MBA0013    |       MBA       |
| 18262  |    MBA     |    22MBA0014    |       MBA       |
| 18263  |    MBA     |    22MBA0014    |       MBA       |
| 18264  |    MBA     |    22MBA0014    |       MBA       |
| 18265  |    MBA     |    22MBA0015    |       MBA       |
| 18266  |    MBA     |    22MBA0015    |       MBA       |
| 18267  |    MBA     |    22MBA0015    |       MBA       |
| 18268  |    MBA     |    22MBA0016    |       MBA       |
| 18269  |    MBA     |    22MBA0016    |       MBA       |
| 18270  |    MBA     |    22MBA0016    |       MBA       |
| 18271  |    MBA     |    22MBA0017    |       MBA       |
| 18272  |    MBA     |    22MBA0017    |       MBA       |
| 18273  |    MBA     |    22MBA0017    |       MBA       |
| 18274  |    MBA     |    22MBA0018    |       MBA       |
| 18275  |    MBA     |    22MBA0018    |       MBA       |
| 18276  |    MBA     |    22MBA0018    |       MBA       |
| 18277  |    MBA     |    22MBA0019    |       MBA       |
| 18278  |    MBA     |    22MBA0019    |       MBA       |
| 18279  |    MBA     |    22MBA0019    |       MBA       |
| 18280  |    MBA     |    22MBA0020    |       MBA       |
| 18281  |    MBA     |    22MBA0020    |       MBA       |
| 18282  |    MBA     |    22MBA0020    |       MBA       |
| 18283  |    MBA     |    22MBA0021    |       MBA       |
| 18284  |    MBA     |    22MBA0021    |       MBA       |
| 18285  |    MBA     |    22MBA0021    |       MBA       |
| 18286  |    MBA     |    22MBA0022    |       MBA       |
| 18287  |    MBA     |    22MBA0022    |       MBA       |
| 18288  |    MBA     |    22MBA0022    |       MBA       |
| 18289  |    MBA     |    22MBA0023    |       MBA       |
| 18290  |    MBA     |    22MBA0023    |       MBA       |
| 18291  |    MBA     |    22MBA0023    |       MBA       |
| 18292  |    MBA     |    22MBA0024    |       MBA       |
| 18293  |    MBA     |    22MBA0024    |       MBA       |
| 18294  |    MBA     |    22MBA0024    |       MBA       |
| 18295  |    MBA     |    22MBA0025    |       MBA       |
| 18296  |    MBA     |    22MBA0025    |       MBA       |
| 18297  |    MBA     |    22MBA0025    |       MBA       |
| 18298  |    MBA     |    22MBA0026    |       MBA       |
| 18299  |    MBA     |    22MBA0026    |       MBA       |
| 18300  |    MBA     |    22MBA0026    |       MBA       |
| 18301  |    MBA     |    22MBA0027    |       MBA       |
| 18302  |    MBA     |    22MBA0027    |       MBA       |
| 18303  |    MBA     |    22MBA0027    |       MBA       |
| 18304  |    MBA     |    22MBA0028    |       MBA       |
| 18305  |    MBA     |    22MBA0028    |       MBA       |
| 18306  |    MBA     |    22MBA0028    |       MBA       |
| 18307  |    MBA     |    22MBA0029    |       MBA       |
| 18308  |    MBA     |    22MBA0029    |       MBA       |
| 18309  |    MBA     |    22MBA0029    |       MBA       |
| 18310  |    MBA     |    22MBA0030    |       MBA       |
| 18311  |    MBA     |    22MBA0030    |       MBA       |
| 18312  |    MBA     |    22MBA0030    |       MBA       |
| 18313  |    MBA     |    22MBA0031    |       MBA       |
| 18314  |    MBA     |    22MBA0031    |       MBA       |
| 18315  |    MBA     |    22MBA0031    |       MBA       |
| 18316  |    MBA     |    22MBA0032    |       MBA       |
| 18317  |    MBA     |    22MBA0032    |       MBA       |
| 18318  |    MBA     |    22MBA0032    |       MBA       |
| 18319  |    MBA     |    22MBA0033    |       MBA       |
| 18320  |    MBA     |    22MBA0033    |       MBA       |
| 18321  |    MBA     |    22MBA0033    |       MBA       |
| 18322  |    MBA     |    22MBA0034    |       MBA       |
| 18323  |    MBA     |    22MBA0034    |       MBA       |
| 18324  |    MBA     |    22MBA0034    |       MBA       |
| 18325  |    MBA     |    22MBA0035    |       MBA       |
| 18326  |    MBA     |    22MBA0035    |       MBA       |
| 18327  |    MBA     |    22MBA0035    |       MBA       |
| 18328  |    MBA     |    22MBA0036    |       MBA       |
| 18329  |    MBA     |    22MBA0036    |       MBA       |
| 18330  |    MBA     |    22MBA0036    |       MBA       |
| 18331  |    MBA     |    22MBA0037    |       MBA       |
| 18332  |    MBA     |    22MBA0037    |       MBA       |
| 18333  |    MBA     |    22MBA0037    |       MBA       |
| 18334  |    MBA     |    22MBA0038    |       MBA       |
| 18335  |    MBA     |    22MBA0038    |       MBA       |
| 18336  |    MBA     |    22MBA0038    |       MBA       |
| 18337  |    MBA     |    22MBA0039    |       MBA       |
| 18338  |    MBA     |    22MBA0039    |       MBA       |
| 18339  |    MBA     |    22MBA0039    |       MBA       |
| 18340  |    MBA     |    22MBA0040    |       MBA       |
| 18341  |    MBA     |    22MBA0040    |       MBA       |
| 18342  |    MBA     |    22MBA0040    |       MBA       |
| 18343  |    MBA     |    22MBA0041    |       MBA       |
| 18344  |    MBA     |    22MBA0041    |       MBA       |
| 18345  |    MBA     |    22MBA0041    |       MBA       |
| 18346  |    MBA     |    22MBA0042    |       MBA       |
| 18347  |    MBA     |    22MBA0042    |       MBA       |
| 18348  |    MBA     |    22MBA0042    |       MBA       |
| 18349  |    MBA     |    22MBA0043    |       MBA       |
| 18350  |    MBA     |    22MBA0043    |       MBA       |
| 18351  |    MBA     |    22MBA0043    |       MBA       |
| 18352  |    MBA     |    22MBA0044    |       MBA       |
| 18353  |    MBA     |    22MBA0044    |       MBA       |
| 18354  |    MBA     |    22MBA0044    |       MBA       |
| 18355  |    MBA     |    22MBA0045    |       MBA       |
| 18356  |    MBA     |    22MBA0045    |       MBA       |
| 18357  |    MBA     |    22MBA0045    |       MBA       |
| 18358  |    MBA     |    22MBA0046    |       MBA       |
| 18359  |    MBA     |    22MBA0046    |       MBA       |
| 18360  |    MBA     |    22MBA0046    |       MBA       |
| 18361  |    MBA     |    22MBA0047    |       MBA       |
| 18362  |    MBA     |    22MBA0047    |       MBA       |
| 18363  |    MBA     |    22MBA0047    |       MBA       |
| 18364  |    MBA     |    22MBA0048    |       MBA       |
| 18365  |    MBA     |    22MBA0048    |       MBA       |
| 18366  |    MBA     |    22MBA0048    |       MBA       |
| 18367  |    MBA     |    22MBA0049    |       MBA       |
| 18368  |    MBA     |    22MBA0049    |       MBA       |
| 18369  |    MBA     |    22MBA0049    |       MBA       |
| 18370  |    MBA     |    22MBA0050    |       MBA       |
| 18371  |    MBA     |    22MBA0050    |       MBA       |
| 18372  |    MBA     |    22MBA0050    |       MBA       |
| 18373  |    MBA     |    22MBA0051    |       MBA       |
| 18374  |    MBA     |    22MBA0051    |       MBA       |
| 18375  |    MBA     |    22MBA0051    |       MBA       |
| 18376  |    MBA     |    22MBA0052    |       MBA       |
| 18377  |    MBA     |    22MBA0052    |       MBA       |
| 18378  |    MBA     |    22MBA0052    |       MBA       |
| 18379  |    MBA     |    22MBA0053    |       MBA       |
| 18380  |    MBA     |    22MBA0053    |       MBA       |
| 18381  |    MBA     |    22MBA0053    |       MBA       |
| 18382  |    MBA     |    22MBA0054    |       MBA       |
| 18383  |    MBA     |    22MBA0054    |       MBA       |
| 18384  |    MBA     |    22MBA0054    |       MBA       |
| 18385  |    MBA     |    22MBA0055    |       MBA       |
| 18386  |    MBA     |    22MBA0055    |       MBA       |
| 18387  |    MBA     |    22MBA0055    |       MBA       |
| 18388  |    MBA     |    22MBA0056    |       MBA       |
| 18389  |    MBA     |    22MBA0056    |       MBA       |
| 18390  |    MBA     |    22MBA0056    |       MBA       |
| 18391  |    MBA     |    22MBA0057    |       MBA       |
| 18392  |    MBA     |    22MBA0057    |       MBA       |
| 18393  |    MBA     |    22MBA0057    |       MBA       |
| 18394  |    MBA     |    22MBA0058    |       MBA       |
| 18395  |    MBA     |    22MBA0058    |       MBA       |
